순번,일자,펀드코드,펀드명,운용역,KOSPI지수,KOSDAQ지수,KOSPI200지수,기준가격,증감,과표기준가,증감,해외비과세과표기준가,증감,비거주자과표기준가,수정기준가,순자산,수탁사,설정일,설정좌수,설정액,펀드유형,과표구분,신탁구분,사무수탁사,주식비율,채권비율,주식순비율,채권순비율,지수선물순비율,국고채3년금리,국고채5년금리,통안채2년금리,CD91,전일대비수익률,주간수익률(%),1개월수익률(%),3개월수익률(%),12개월수익률(%),BM기준가,전일대비BM수익률(%)
234,2022-03-19,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,707.02",922.96,362.33,993.44,0.00,"1,017.49",0.01,0.00,0.00,0.00,993.44,"63,672,410,423",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,81.48,0.00,81.99,0.00,0.00,2.23,2.50,1.97,1.50,0.00,-0.74,2.87,1.27,0.00,836.31,0.00
235,2022-03-20,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,707.02",922.96,362.33,993.44,0.00,"1,017.49",0.00,0.00,0.00,0.00,993.44,"63,672,660,296",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,81.48,0.00,81.99,0.00,0.00,2.23,2.50,1.97,1.50,0.00,-0.74,2.87,2.24,0.00,836.31,0.00
236,2022-03-21,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,686.05",918.40,358.77,997.15,3.71,"1,017.49",0.00,0.00,0.00,0.00,997.15,"63,910,127,843",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,80.87,0.00,82.38,0.00,0.00,2.27,2.53,2.00,1.50,0.37,1.29,2.41,2.64,0.00,829.83,-0.77
237,2022-03-22,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,710.00",924.67,361.66,"1,006.20",9.05,"1,017.50",0.01,0.00,0.00,0.00,"1,006.20","64,490,500,900",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,81.70,0.00,83.28,0.00,0.00,2.40,2.63,2.11,1.50,0.91,2.36,3.87,3.23,0.00,837.23,0.89
238,2022-03-23,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,735.05",930.57,364.84,"1,020.14",13.94,"1,017.50",0.00,0.00,0.00,0.00,"1,020.14","65,383,737,658",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,82.74,0.00,84.58,0.00,0.00,2.43,2.65,2.12,1.50,1.39,3.62,4.18,4.37,0.00,844.97,0.92
239,2022-03-24,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,729.66",931.75,363.38,"1,021.99",1.85,"1,017.51",0.01,0.00,0.00,0.00,"1,021.99","65,502,509,901",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,83.49,0.00,86.03,0.00,0.00,2.46,2.66,2.14,1.51,0.18,3.91,6.45,3.82,0.00,843.30,-0.20
240,2022-03-25,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,729.98",934.69,362.06,"1,012.02",-9.97,"1,017.49",-0.02,0.00,0.00,0.00,"1,012.02","64,863,089,903",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,82.89,0.00,86.22,0.00,0.00,2.51,2.71,2.18,1.51,-0.98,1.87,4.00,2.80,0.00,843.40,0.01
241,2022-03-26,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,729.98",934.69,362.06,"1,012.02",0.00,"1,017.49",0.00,0.00,0.00,0.00,"1,012.02","64,863,327,349",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,82.89,0.00,86.22,0.00,0.00,2.51,2.71,2.18,1.51,0.00,1.87,4.00,2.80,0.00,843.40,0.00
242,2022-03-27,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,729.98",934.69,362.06,"1,012.03",0.01,"1,017.50",0.01,0.00,0.00,0.00,"1,012.03","64,863,564,794",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,82.89,0.00,86.22,0.00,0.00,2.51,2.71,2.18,1.51,0.00,1.87,4.00,2.00,0.00,843.40,0.00
243,2022-03-28,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,729.56",927.11,362.06,"1,012.74",0.71,"1,017.50",0.00,0.00,0.00,0.00,"1,012.74","64,909,673,070",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,84.44,0.00,88.18,0.00,0.00,2.75,2.97,2.42,1.51,0.07,1.56,2.09,2.12,0.00,843.27,-0.02
244,2022-03-29,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,741.07",937.83,363.77,"1,014.27",1.53,"1,017.50",0.00,0.00,0.00,0.00,"1,014.27","65,007,747,082",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,86.54,0.00,88.22,0.00,0.00,2.70,2.89,2.38,1.51,0.15,0.80,2.24,0.33,0.00,846.83,0.42
245,2022-03-30,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,746.74",939.07,364.50,"1,011.16",-3.11,"1,017.49",-0.01,0.00,0.00,0.00,"1,011.16","64,808,107,007",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,87.89,0.00,89.27,0.00,0.00,2.62,2.80,2.31,1.51,-0.31,-0.88,1.93,-2.33,0.00,848.58,0.21
246,2022-03-31,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,757.65",944.53,365.61,"1,017.03",5.87,"1,017.51",0.02,0.00,0.00,0.00,"1,017.03","65,184,176,185",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,87.37,0.00,89.87,0.00,0.00,2.66,2.86,2.34,1.51,0.58,-0.49,2.52,-1.77,0.00,851.95,0.40
247,2022-04-01,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,739.85",940.57,363.19,"1,021.21",4.18,"1,017.51",0.00,0.00,0.00,0.00,"1,021.21","65,451,942,511",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,86.53,0.00,88.56,0.00,0.00,2.78,2.94,2.41,1.51,0.41,0.91,2.94,-1.36,0.00,846.45,-0.65
248,2022-04-02,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,739.85",940.57,363.19,"1,021.21",0.00,"1,017.51",0.00,0.00,0.00,0.00,"1,021.21","65,452,053,887",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,86.53,0.00,88.56,0.00,0.00,2.78,2.94,2.41,1.51,0.00,0.91,2.23,-1.36,0.00,846.45,0.00
249,2022-04-03,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,739.85",940.57,363.19,"1,021.21",0.00,"1,017.52",0.01,0.00,0.00,0.00,"1,021.21","65,452,165,265",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,86.53,0.00,88.56,0.00,0.00,2.78,2.94,2.41,1.51,0.00,0.91,1.83,-2.45,0.00,846.45,0.00
250,2022-04-04,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,757.90",947.32,364.94,"1,043.87",22.66,"1,017.52",0.00,0.00,0.00,0.00,"1,043.87","66,904,672,552",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,87.49,0.00,89.50,0.00,0.00,2.84,3.02,2.47,1.51,2.22,3.07,3.59,-2.07,0.00,852.03,0.66
251,2022-04-05,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,759.20",952.47,364.74,"1,056.12",12.25,"1,017.52",0.00,0.00,0.00,0.00,"1,056.12","67,689,654,580",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,87.58,0.00,89.01,0.00,0.00,2.88,3.03,2.56,1.51,1.17,4.13,4.80,0.21,0.00,852.43,0.05
252,2022-04-06,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,735.03",943.13,361.01,"1,050.88",-5.24,"1,017.52",0.00,0.00,0.00,0.00,"1,050.88","67,354,164,540",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,87.47,0.00,88.73,0.00,0.00,2.94,3.10,2.67,1.51,-0.50,3.93,4.28,1.74,0.00,844.96,-0.88
253,2022-04-07,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,695.86",927.95,355.73,"1,038.03",-12.85,"1,017.52",0.00,0.00,0.00,0.00,"1,038.03","66,530,562,551",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,82.65,0.00,84.31,0.00,0.00,2.91,3.05,2.73,1.51,-1.22,2.07,4.60,-1.09,0.00,832.86,-1.43
254,2022-04-08,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,700.39",934.73,356.01,"1,034.48",-3.55,"1,017.53",0.01,0.00,0.00,0.00,"1,034.48","66,302,954,240",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,81.92,0.00,83.48,0.00,0.00,2.99,3.12,2.86,1.51,-0.34,1.30,5.28,-1.43,0.00,834.26,0.17
255,2022-04-09,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,700.39",934.73,356.01,"1,034.49",0.01,"1,017.53",0.00,0.00,0.00,0.00,"1,034.49","66,303,091,589",한국투자증권,2021-07-29,"64,092,845,160","64,092,845,160",혼합,배당,투자신탁,국민은행,81.92,0.00,83.48,0.00,0.00,2.99,3.12,2.86,1.51,0.00,1.30,5.28,-1.43,0.00,834.26,0.00
